exposure_id,campaign_id,customer_id,assignment,impressions,clicks,converted,order_value,media_cost
CMP008-E005031,CMP008,C005031,control,0,0,1,173.88,0.0
CMP008-E005032,CMP008,C005032,treatment,3,0,0,0.0,6.0104
CMP008-E005033,CMP008,C005033,treatment,3,0,0,0.0,6.0104
CMP008-E005034,CMP008,C005034,treatment,4,0,0,0.0,8.0139
CMP008-E005035,CMP008,C005035,treatment,1,0,0,0.0,2.0035
CMP008-E005036,CMP008,C005036,control,0,0,1,157.64,0.0
CMP008-E005037,CMP008,C005037,treatment,3,0,0,0.0,6.0104
CMP008-E005038,CMP008,C005038,control,0,0,0,0.0,0.0
CMP008-E005039,CMP008,C005039,treatment,4,1,0,0.0,8.0139
CMP008-E005040,CMP008,C005040,treatment,2,0,0,0.0,4.0069
CMP008-E005041,CMP008,C005041,control,0,0,0,0.0,0.0
CMP008-E005042,CMP008,C005042,treatment,1,0,0,0.0,2.0035
CMP008-E005043,CMP008,C005043,treatment,4,0,0,0.0,8.0139
CMP008-E005044,CMP008,C005044,treatment,5,0,0,0.0,10.0174
CMP008-E005045,CMP008,C005045,treatment,4,0,0,0.0,8.0139
CMP008-E005046,CMP008,C005046,treatment,4,0,0,0.0,8.0139
CMP008-E005047,CMP008,C005047,treatment,6,0,0,0.0,12.0208
CMP008-E005048,CMP008,C005048,control,0,0,0,0.0,0.0
CMP008-E005049,CMP008,C005049,treatment,1,0,0,0.0,2.0035
CMP008-E005050,CMP008,C005050,treatment,1,0,0,0.0,2.0035
CMP008-E005051,CMP008,C005051,treatment,2,0,1,70.84,4.0069
CMP008-E005052,CMP008,C005052,control,0,0,0,0.0,0.0
CMP008-E005053,CMP008,C005053,treatment,6,0,0,0.0,12.0208
CMP008-E005054,CMP008,C005054,treatment,4,0,0,0.0,8.0139
CMP008-E005055,CMP008,C005055,control,0,0,0,0.0,0.0
CMP008-E005056,CMP008,C005056,control,0,0,0,0.0,0.0
CMP008-E005057,CMP008,C005057,treatment,5,0,0,0.0,10.0174
CMP008-E005058,CMP008,C005058,control,0,0,0,0.0,0.0
CMP008-E005059,CMP008,C005059,treatment,5,0,0,0.0,10.0174
CMP008-E005060,CMP008,C005060,treatment,4,0,0,0.0,8.0139
CMP008-E005061,CMP008,C005061,treatment,7,0,0,0.0,14.0243
CMP008-E005062,CMP008,C005062,treatment,5,0,0,0.0,10.0174
CMP008-E005063,CMP008,C005063,treatment,1,0,0,0.0,2.0035
CMP008-E005064,CMP008,C005064,treatment,3,0,0,0.0,6.0104
CMP008-E005065,CMP008,C005065,treatment,4,0,0,0.0,8.0139
CMP008-E005066,CMP008,C005066,treatment,7,1,0,0.0,14.0243
CMP008-E005067,CMP008,C005067,treatment,4,0,0,0.0,8.0139
CMP008-E005068,CMP008,C005068,treatment,1,0,0,0.0,2.0035
CMP008-E005069,CMP008,C005069,treatment,6,0,0,0.0,12.0208
CMP008-E005070,CMP008,C005070,treatment,1,0,0,0.0,2.0035
CMP008-E005071,CMP008,C005071,control,0,0,0,0.0,0.0
CMP008-E005072,CMP008,C005072,treatment,3,1,0,0.0,6.0104
CMP008-E005073,CMP008,C005073,control,0,0,0,0.0,0.0
CMP008-E005074,CMP008,C005074,control,0,0,0,0.0,0.0
CMP008-E005075,CMP008,C005075,treatment,3,0,0,0.0,6.0104
CMP008-E005076,CMP008,C005076,treatment,2,0,0,0.0,4.0069
CMP008-E005077,CMP008,C005077,treatment,1,0,0,0.0,2.0035
CMP008-E005078,CMP008,C005078,control,0,0,0,0.0,0.0
CMP008-E005079,CMP008,C005079,treatment,7,0,1,70.71,14.0243
CMP008-E005080,CMP008,C005080,treatment,1,0,0,0.0,2.0035
CMP008-E005081,CMP008,C005081,treatment,7,0,1,88.48,14.0243
CMP008-E005082,CMP008,C005082,control,0,0,0,0.0,0.0
CMP008-E005083,CMP008,C005083,treatment,1,0,0,0.0,2.0035
CMP008-E005084,CMP008,C005084,control,0,0,1,70.41,0.0
CMP008-E005085,CMP008,C005085,treatment,5,0,0,0.0,10.0174
CMP008-E005086,CMP008,C005086,control,0,0,0,0.0,0.0
CMP008-E005087,CMP008,C005087,treatment,4,0,0,0.0,8.0139
CMP008-E005088,CMP008,C005088,treatment,5,0,0,0.0,10.0174
CMP008-E005089,CMP008,C005089,control,0,0,0,0.0,0.0
CMP008-E005090,CMP008,C005090,treatment,4,0,1,56.26,8.0139
CMP008-E005091,CMP008,C005091,treatment,4,0,0,0.0,8.0139
CMP008-E005092,CMP008,C005092,treatment,2,0,0,0.0,4.0069
CMP008-E005093,CMP008,C005093,treatment,6,0,0,0.0,12.0208
CMP008-E005094,CMP008,C005094,treatment,3,0,0,0.0,6.0104
CMP008-E005095,CMP008,C005095,control,0,0,0,0.0,0.0
CMP008-E005096,CMP008,C005096,control,0,0,0,0.0,0.0
CMP008-E005097,CMP008,C005097,treatment,7,0,0,0.0,14.0243
CMP008-E005098,CMP008,C005098,control,0,0,0,0.0,0.0
CMP008-E005099,CMP008,C005099,treatment,4,0,1,65.52,8.0139
CMP008-E005100,CMP008,C005100,treatment,5,0,0,0.0,10.0174
CMP008-E005101,CMP008,C005101,treatment,2,0,0,0.0,4.0069
CMP008-E005102,CMP008,C005102,treatment,2,0,0,0.0,4.0069
CMP008-E005103,CMP008,C005103,control,0,0,0,0.0,0.0
CMP008-E005104,CMP008,C005104,control,0,0,0,0.0,0.0
CMP008-E005105,CMP008,C005105,control,0,0,0,0.0,0.0
CMP008-E005106,CMP008,C005106,treatment,2,0,0,0.0,4.0069
CMP008-E005107,CMP008,C005107,treatment,6,0,0,0.0,12.0208
CMP008-E005108,CMP008,C005108,control,0,0,0,0.0,0.0
CMP008-E005109,CMP008,C005109,control,0,0,0,0.0,0.0
CMP008-E005110,CMP008,C005110,treatment,2,0,0,0.0,4.0069
CMP008-E005111,CMP008,C005111,treatment,5,0,0,0.0,10.0174
CMP008-E005112,CMP008,C005112,treatment,5,0,0,0.0,10.0174
CMP008-E005113,CMP008,C005113,control,0,0,0,0.0,0.0
CMP008-E005114,CMP008,C005114,treatment,1,0,0,0.0,2.0035
CMP008-E005115,CMP008,C005115,treatment,4,0,0,0.0,8.0139
CMP008-E005116,CMP008,C005116,treatment,5,0,0,0.0,10.0174
CMP008-E005117,CMP008,C005117,control,0,0,0,0.0,0.0
CMP008-E005118,CMP008,C005118,treatment,5,0,0,0.0,10.0174
CMP008-E005119,CMP008,C005119,control,0,0,0,0.0,0.0
CMP008-E005120,CMP008,C005120,treatment,2,0,0,0.0,4.0069
CMP008-E005121,CMP008,C005121,treatment,3,0,0,0.0,6.0104
CMP008-E005122,CMP008,C005122,treatment,3,0,0,0.0,6.0104
CMP008-E005123,CMP008,C005123,treatment,6,0,0,0.0,12.0208
CMP008-E005124,CMP008,C005124,treatment,2,0,0,0.0,4.0069
CMP008-E005125,CMP008,C005125,treatment,3,0,0,0.0,6.0104
CMP008-E005126,CMP008,C005126,control,0,0,0,0.0,0.0
CMP008-E005127,CMP008,C005127,treatment,1,0,0,0.0,2.0035
CMP008-E005128,CMP008,C005128,treatment,2,0,0,0.0,4.0069
CMP008-E005129,CMP008,C005129,treatment,4,0,0,0.0,8.0139
CMP008-E005130,CMP008,C005130,control,0,0,0,0.0,0.0
CMP008-E005131,CMP008,C005131,treatment,4,0,0,0.0,8.0139
CMP008-E005132,CMP008,C005132,treatment,3,0,0,0.0,6.0104
CMP008-E005133,CMP008,C005133,control,0,0,0,0.0,0.0
CMP008-E005134,CMP008,C005134,treatment,2,0,0,0.0,4.0069
CMP008-E005135,CMP008,C005135,treatment,1,0,0,0.0,2.0035
CMP008-E005136,CMP008,C005136,treatment,3,0,0,0.0,6.0104
CMP008-E005137,CMP008,C005137,treatment,4,0,0,0.0,8.0139
CMP008-E005138,CMP008,C005138,treatment,2,0,0,0.0,4.0069
CMP008-E005139,CMP008,C005139,treatment,4,1,0,0.0,8.0139
CMP008-E005140,CMP008,C005140,treatment,1,0,0,0.0,2.0035
CMP008-E005141,CMP008,C005141,treatment,4,0,0,0.0,8.0139
CMP008-E005142,CMP008,C005142,treatment,6,0,0,0.0,12.0208
CMP008-E005143,CMP008,C005143,control,0,0,0,0.0,0.0
CMP008-E005144,CMP008,C005144,treatment,5,1,0,0.0,10.0174
CMP008-E005145,CMP008,C005145,control,0,0,0,0.0,0.0
CMP008-E005146,CMP008,C005146,control,0,0,0,0.0,0.0
CMP008-E005147,CMP008,C005147,treatment,5,0,0,0.0,10.0174
CMP008-E005148,CMP008,C005148,treatment,2,0,1,46.38,4.0069
CMP008-E005149,CMP008,C005149,treatment,1,0,0,0.0,2.0035
CMP008-E005150,CMP008,C005150,treatment,1,0,0,0.0,2.0035
CMP008-E005151,CMP008,C005151,treatment,3,0,0,0.0,6.0104
CMP008-E005152,CMP008,C005152,control,0,0,0,0.0,0.0
CMP008-E005153,CMP008,C005153,treatment,1,0,0,0.0,2.0035
CMP008-E005154,CMP008,C005154,control,0,0,0,0.0,0.0
CMP008-E005155,CMP008,C005155,treatment,6,0,0,0.0,12.0208
CMP008-E005156,CMP008,C005156,treatment,2,0,0,0.0,4.0069
CMP008-E005157,CMP008,C005157,treatment,4,0,0,0.0,8.0139
CMP008-E005158,CMP008,C005158,control,0,0,0,0.0,0.0
CMP008-E005159,CMP008,C005159,treatment,2,0,0,0.0,4.0069
CMP008-E005160,CMP008,C005160,control,0,0,0,0.0,0.0
CMP008-E005161,CMP008,C005161,treatment,2,0,0,0.0,4.0069
CMP008-E005162,CMP008,C005162,control,0,0,0,0.0,0.0
CMP008-E005163,CMP008,C005163,treatment,1,1,0,0.0,2.0035
CMP008-E005164,CMP008,C005164,control,0,0,0,0.0,0.0
CMP008-E005165,CMP008,C005165,treatment,3,0,0,0.0,6.0104
CMP008-E005166,CMP008,C005166,control,0,0,0,0.0,0.0
CMP008-E005167,CMP008,C005167,treatment,2,1,0,0.0,4.0069
CMP008-E005168,CMP008,C005168,treatment,4,0,0,0.0,8.0139
CMP008-E005169,CMP008,C005169,treatment,10,1,0,0.0,20.0347
CMP008-E005170,CMP008,C005170,treatment,2,0,0,0.0,4.0069
CMP008-E005171,CMP008,C005171,treatment,4,0,0,0.0,8.0139
CMP008-E005172,CMP008,C005172,treatment,4,1,1,50.54,8.0139
CMP008-E005173,CMP008,C005173,control,0,0,0,0.0,0.0
CMP008-E005174,CMP008,C005174,treatment,4,0,1,102.07,8.0139
CMP008-E005175,CMP008,C005175,treatment,3,0,0,0.0,6.0104
CMP008-E005176,CMP008,C005176,control,0,0,0,0.0,0.0
CMP008-E005177,CMP008,C005177,treatment,2,0,0,0.0,4.0069
CMP008-E005178,CMP008,C005178,treatment,5,0,0,0.0,10.0174
CMP008-E005179,CMP008,C005179,treatment,4,0,0,0.0,8.0139
CMP008-E005180,CMP008,C005180,treatment,3,0,0,0.0,6.0104
CMP008-E005181,CMP008,C005181,treatment,5,0,0,0.0,10.0174
CMP008-E005182,CMP008,C005182,control,0,0,0,0.0,0.0
CMP008-E005183,CMP008,C005183,treatment,2,0,0,0.0,4.0069
CMP008-E005184,CMP008,C005184,treatment,4,0,0,0.0,8.0139
CMP008-E005185,CMP008,C005185,treatment,4,0,0,0.0,8.0139
CMP008-E005186,CMP008,C005186,treatment,6,0,0,0.0,12.0208
CMP008-E005187,CMP008,C005187,treatment,3,0,0,0.0,6.0104
CMP008-E005188,CMP008,C005188,treatment,4,0,0,0.0,8.0139
CMP008-E005189,CMP008,C005189,treatment,3,0,0,0.0,6.0104
CMP008-E005190,CMP008,C005190,treatment,1,0,0,0.0,2.0035
CMP008-E005191,CMP008,C005191,treatment,4,0,0,0.0,8.0139
CMP008-E005192,CMP008,C005192,treatment,1,0,0,0.0,2.0035
CMP008-E005193,CMP008,C005193,treatment,3,0,0,0.0,6.0104
CMP008-E005194,CMP008,C005194,treatment,2,0,0,0.0,4.0069
CMP008-E005195,CMP008,C005195,treatment,2,0,0,0.0,4.0069
CMP008-E005196,CMP008,C005196,treatment,5,0,0,0.0,10.0174
CMP008-E005197,CMP008,C005197,treatment,4,0,0,0.0,8.0139
CMP008-E005198,CMP008,C005198,control,0,0,0,0.0,0.0
CMP008-E005199,CMP008,C005199,treatment,2,0,0,0.0,4.0069
CMP008-E005200,CMP008,C005200,control,0,0,0,0.0,0.0
CMP008-E005201,CMP008,C005201,treatment,3,0,0,0.0,6.0104
CMP008-E005202,CMP008,C005202,treatment,1,0,0,0.0,2.0035
CMP008-E005203,CMP008,C005203,treatment,3,0,0,0.0,6.0104
CMP008-E005204,CMP008,C005204,treatment,5,0,0,0.0,10.0174
CMP008-E005205,CMP008,C005205,treatment,1,0,0,0.0,2.0035
CMP008-E005206,CMP008,C005206,treatment,3,0,0,0.0,6.0104
CMP008-E005207,CMP008,C005207,treatment,3,0,1,90.29,6.0104
CMP008-E005208,CMP008,C005208,control,0,0,0,0.0,0.0
CMP008-E005209,CMP008,C005209,treatment,3,0,0,0.0,6.0104
CMP008-E005210,CMP008,C005210,treatment,3,0,1,109.46,6.0104
CMP008-E005211,CMP008,C005211,treatment,3,0,0,0.0,6.0104
CMP008-E005212,CMP008,C005212,control,0,0,0,0.0,0.0
CMP008-E005213,CMP008,C005213,treatment,1,0,0,0.0,2.0035
CMP008-E005214,CMP008,C005214,treatment,4,0,0,0.0,8.0139
CMP008-E005215,CMP008,C005215,treatment,7,0,0,0.0,14.0243
CMP008-E005216,CMP008,C005216,control,0,0,1,107.08,0.0
CMP008-E005217,CMP008,C005217,treatment,7,0,0,0.0,14.0243
CMP008-E005218,CMP008,C005218,treatment,3,0,0,0.0,6.0104
CMP008-E005219,CMP008,C005219,treatment,3,0,0,0.0,6.0104
CMP008-E005220,CMP008,C005220,treatment,1,0,0,0.0,2.0035
CMP008-E005221,CMP008,C005221,treatment,2,0,0,0.0,4.0069
CMP008-E005222,CMP008,C005222,treatment,3,0,1,45.37,6.0104
CMP008-E005223,CMP008,C005223,treatment,4,0,0,0.0,8.0139
CMP008-E005224,CMP008,C005224,treatment,3,1,0,0.0,6.0104
CMP008-E005225,CMP008,C005225,treatment,3,0,0,0.0,6.0104
CMP008-E005226,CMP008,C005226,treatment,4,0,0,0.0,8.0139
CMP008-E005227,CMP008,C005227,control,0,0,0,0.0,0.0
CMP008-E005228,CMP008,C005228,treatment,1,0,1,198.62,2.0035
CMP008-E005229,CMP008,C005229,treatment,3,0,0,0.0,6.0104
CMP008-E005230,CMP008,C005230,treatment,1,0,0,0.0,2.0035
CMP008-E005231,CMP008,C005231,treatment,4,0,0,0.0,8.0139
CMP008-E005232,CMP008,C005232,control,0,0,0,0.0,0.0
CMP008-E005233,CMP008,C005233,treatment,4,0,0,0.0,8.0139
CMP008-E005234,CMP008,C005234,treatment,5,0,0,0.0,10.0174
CMP008-E005235,CMP008,C005235,treatment,3,0,0,0.0,6.0104
CMP008-E005236,CMP008,C005236,treatment,4,0,0,0.0,8.0139
CMP008-E005237,CMP008,C005237,treatment,4,0,0,0.0,8.0139
CMP008-E005238,CMP008,C005238,treatment,6,0,0,0.0,12.0208
CMP008-E005239,CMP008,C005239,treatment,5,0,0,0.0,10.0174
CMP008-E005240,CMP008,C005240,treatment,3,0,0,0.0,6.0104
CMP008-E005241,CMP008,C005241,treatment,3,0,0,0.0,6.0104
CMP008-E005242,CMP008,C005242,treatment,1,0,0,0.0,2.0035
CMP008-E005243,CMP008,C005243,treatment,4,0,0,0.0,8.0139
CMP008-E005244,CMP008,C005244,treatment,2,0,0,0.0,4.0069
CMP008-E005245,CMP008,C005245,treatment,6,0,0,0.0,12.0208
CMP008-E005246,CMP008,C005246,control,0,0,0,0.0,0.0
CMP008-E005247,CMP008,C005247,treatment,7,0,0,0.0,14.0243
CMP008-E005248,CMP008,C005248,treatment,6,1,0,0.0,12.0208
CMP008-E005249,CMP008,C005249,control,0,0,0,0.0,0.0
CMP008-E005250,CMP008,C005250,treatment,3,0,0,0.0,6.0104
CMP008-E005251,CMP008,C005251,treatment,2,0,0,0.0,4.0069
CMP008-E005252,CMP008,C005252,treatment,3,0,0,0.0,6.0104
CMP008-E005253,CMP008,C005253,treatment,5,0,0,0.0,10.0174
CMP008-E005254,CMP008,C005254,treatment,1,0,0,0.0,2.0035
CMP008-E005255,CMP008,C005255,treatment,2,0,0,0.0,4.0069
CMP008-E005256,CMP008,C005256,control,0,0,0,0.0,0.0
CMP008-E005257,CMP008,C005257,control,0,0,0,0.0,0.0
CMP008-E005258,CMP008,C005258,control,0,0,0,0.0,0.0
CMP008-E005259,CMP008,C005259,treatment,1,0,0,0.0,2.0035
CMP008-E005260,CMP008,C005260,treatment,2,0,0,0.0,4.0069
CMP008-E005261,CMP008,C005261,treatment,3,0,0,0.0,6.0104
CMP008-E005262,CMP008,C005262,control,0,0,0,0.0,0.0
CMP008-E005263,CMP008,C005263,treatment,1,0,0,0.0,2.0035
CMP008-E005264,CMP008,C005264,treatment,2,0,0,0.0,4.0069
CMP008-E005265,CMP008,C005265,treatment,3,0,0,0.0,6.0104
CMP008-E005266,CMP008,C005266,control,0,0,0,0.0,0.0
CMP008-E005267,CMP008,C005267,treatment,5,0,0,0.0,10.0174
CMP008-E005268,CMP008,C005268,treatment,6,0,0,0.0,12.0208
CMP008-E005269,CMP008,C005269,treatment,2,0,0,0.0,4.0069
CMP008-E005270,CMP008,C005270,treatment,2,0,0,0.0,4.0069
CMP008-E005271,CMP008,C005271,treatment,4,0,0,0.0,8.0139
CMP008-E005272,CMP008,C005272,treatment,3,0,0,0.0,6.0104
CMP008-E005273,CMP008,C005273,treatment,5,0,0,0.0,10.0174
CMP008-E005274,CMP008,C005274,treatment,1,0,0,0.0,2.0035
CMP008-E005275,CMP008,C005275,treatment,6,0,0,0.0,12.0208
CMP008-E005276,CMP008,C005276,treatment,3,0,0,0.0,6.0104
CMP008-E005277,CMP008,C005277,control,0,0,0,0.0,0.0
CMP008-E005278,CMP008,C005278,treatment,3,0,0,0.0,6.0104
CMP008-E005279,CMP008,C005279,treatment,2,0,0,0.0,4.0069
CMP008-E005280,CMP008,C005280,treatment,1,0,0,0.0,2.0035
CMP008-E005281,CMP008,C005281,treatment,1,0,0,0.0,2.0035
CMP008-E005282,CMP008,C005282,treatment,4,0,0,0.0,8.0139
CMP008-E005283,CMP008,C005283,treatment,4,0,0,0.0,8.0139
CMP008-E005284,CMP008,C005284,treatment,1,0,0,0.0,2.0035
CMP008-E005285,CMP008,C005285,treatment,2,0,0,0.0,4.0069
CMP008-E005286,CMP008,C005286,treatment,6,0,0,0.0,12.0208
CMP008-E005287,CMP008,C005287,control,0,0,0,0.0,0.0
CMP008-E005288,CMP008,C005288,control,0,0,0,0.0,0.0
CMP008-E005289,CMP008,C005289,treatment,3,0,0,0.0,6.0104
CMP008-E005290,CMP008,C005290,treatment,7,0,0,0.0,14.0243
CMP008-E005291,CMP008,C005291,treatment,2,0,0,0.0,4.0069
CMP008-E005292,CMP008,C005292,treatment,2,0,0,0.0,4.0069
CMP008-E005293,CMP008,C005293,treatment,5,0,0,0.0,10.0174
CMP008-E005294,CMP008,C005294,treatment,1,0,0,0.0,2.0035
CMP008-E005295,CMP008,C005295,control,0,0,0,0.0,0.0
CMP008-E005296,CMP008,C005296,treatment,3,0,0,0.0,6.0104
CMP008-E005297,CMP008,C005297,treatment,4,0,0,0.0,8.0139
CMP008-E005298,CMP008,C005298,control,0,0,0,0.0,0.0
CMP008-E005299,CMP008,C005299,control,0,0,1,70.18,0.0
CMP008-E005300,CMP008,C005300,treatment,2,0,0,0.0,4.0069
CMP008-E005301,CMP008,C005301,control,0,0,0,0.0,0.0
CMP008-E005302,CMP008,C005302,treatment,2,0,0,0.0,4.0069
CMP008-E005303,CMP008,C005303,treatment,3,0,0,0.0,6.0104
CMP008-E005304,CMP008,C005304,treatment,5,0,0,0.0,10.0174
CMP008-E005305,CMP008,C005305,treatment,7,0,0,0.0,14.0243
CMP008-E005306,CMP008,C005306,treatment,6,0,0,0.0,12.0208
CMP008-E005307,CMP008,C005307,treatment,3,0,0,0.0,6.0104
CMP008-E005308,CMP008,C005308,treatment,4,0,0,0.0,8.0139
CMP008-E005309,CMP008,C005309,treatment,3,1,0,0.0,6.0104
CMP008-E005310,CMP008,C005310,treatment,4,0,0,0.0,8.0139
CMP008-E005311,CMP008,C005311,treatment,1,0,0,0.0,2.0035
CMP008-E005312,CMP008,C005312,treatment,3,0,0,0.0,6.0104
CMP008-E005313,CMP008,C005313,treatment,1,0,0,0.0,2.0035
CMP008-E005314,CMP008,C005314,treatment,2,0,0,0.0,4.0069
CMP008-E005315,CMP008,C005315,control,0,0,0,0.0,0.0
CMP008-E005316,CMP008,C005316,treatment,4,1,1,53.38,8.0139
CMP008-E005317,CMP008,C005317,control,0,0,0,0.0,0.0
CMP008-E005318,CMP008,C005318,treatment,9,0,0,0.0,18.0313
CMP008-E005319,CMP008,C005319,treatment,3,0,0,0.0,6.0104
CMP008-E005320,CMP008,C005320,treatment,5,0,0,0.0,10.0174
CMP008-E005321,CMP008,C005321,treatment,1,0,0,0.0,2.0035
CMP008-E005322,CMP008,C005322,treatment,2,0,0,0.0,4.0069
CMP008-E005323,CMP008,C005323,treatment,2,0,0,0.0,4.0069
CMP008-E005324,CMP008,C005324,treatment,1,0,1,121.25,2.0035
CMP008-E005325,CMP008,C005325,treatment,5,0,0,0.0,10.0174
CMP008-E005326,CMP008,C005326,treatment,2,0,0,0.0,4.0069
CMP008-E005327,CMP008,C005327,control,0,0,0,0.0,0.0
CMP008-E005328,CMP008,C005328,treatment,7,0,0,0.0,14.0243
CMP008-E005329,CMP008,C005329,treatment,3,0,0,0.0,6.0104
CMP008-E005330,CMP008,C005330,treatment,3,0,0,0.0,6.0104
CMP008-E005331,CMP008,C005331,treatment,4,0,0,0.0,8.0139
CMP008-E005332,CMP008,C005332,treatment,4,0,0,0.0,8.0139
CMP008-E005333,CMP008,C005333,treatment,4,0,0,0.0,8.0139
CMP008-E005334,CMP008,C005334,treatment,5,0,0,0.0,10.0174
CMP008-E005335,CMP008,C005335,treatment,4,0,0,0.0,8.0139
CMP008-E005336,CMP008,C005336,treatment,3,0,0,0.0,6.0104
CMP008-E005337,CMP008,C005337,treatment,2,0,0,0.0,4.0069
CMP008-E005338,CMP008,C005338,treatment,5,0,0,0.0,10.0174
CMP008-E005339,CMP008,C005339,treatment,2,0,0,0.0,4.0069
CMP008-E005340,CMP008,C005340,treatment,3,0,0,0.0,6.0104
CMP008-E005341,CMP008,C005341,treatment,6,0,0,0.0,12.0208
CMP008-E005342,CMP008,C005342,treatment,5,0,0,0.0,10.0174
CMP008-E005343,CMP008,C005343,treatment,2,0,0,0.0,4.0069
CMP008-E005344,CMP008,C005344,treatment,3,0,0,0.0,6.0104
CMP008-E005345,CMP008,C005345,treatment,1,0,0,0.0,2.0035
CMP008-E005346,CMP008,C005346,treatment,4,0,0,0.0,8.0139
CMP008-E005347,CMP008,C005347,treatment,2,0,0,0.0,4.0069
CMP008-E005348,CMP008,C005348,control,0,0,0,0.0,0.0
CMP008-E005349,CMP008,C005349,treatment,5,0,0,0.0,10.0174
CMP008-E005350,CMP008,C005350,treatment,2,0,0,0.0,4.0069
CMP008-E005351,CMP008,C005351,treatment,1,0,0,0.0,2.0035
CMP008-E005352,CMP008,C005352,treatment,5,0,0,0.0,10.0174
CMP008-E005353,CMP008,C005353,treatment,3,0,0,0.0,6.0104
CMP008-E005354,CMP008,C005354,control,0,0,0,0.0,0.0
CMP008-E005355,CMP008,C005355,treatment,3,0,0,0.0,6.0104
CMP008-E005356,CMP008,C005356,treatment,2,0,0,0.0,4.0069
CMP008-E005357,CMP008,C005357,treatment,3,0,0,0.0,6.0104
CMP008-E005358,CMP008,C005358,treatment,1,0,0,0.0,2.0035
CMP008-E005359,CMP008,C005359,treatment,7,0,1,135.96,14.0243
CMP008-E005360,CMP008,C005360,treatment,3,0,0,0.0,6.0104
CMP008-E005361,CMP008,C005361,treatment,4,0,0,0.0,8.0139
CMP008-E005362,CMP008,C005362,treatment,1,0,0,0.0,2.0035
CMP008-E005363,CMP008,C005363,treatment,3,0,0,0.0,6.0104
CMP008-E005364,CMP008,C005364,treatment,2,0,0,0.0,4.0069
CMP008-E005365,CMP008,C005365,treatment,5,0,0,0.0,10.0174
CMP008-E005366,CMP008,C005366,treatment,4,0,0,0.0,8.0139
CMP008-E005367,CMP008,C005367,control,0,0,0,0.0,0.0
CMP008-E005368,CMP008,C005368,treatment,5,0,0,0.0,10.0174
CMP008-E005369,CMP008,C005369,treatment,3,0,0,0.0,6.0104
CMP008-E005370,CMP008,C005370,treatment,3,0,0,0.0,6.0104
CMP008-E005371,CMP008,C005371,treatment,2,0,0,0.0,4.0069
CMP008-E005372,CMP008,C005372,treatment,6,1,0,0.0,12.0208
CMP008-E005373,CMP008,C005373,treatment,2,0,0,0.0,4.0069
CMP008-E005374,CMP008,C005374,treatment,6,0,0,0.0,12.0208
CMP008-E005375,CMP008,C005375,treatment,4,0,0,0.0,8.0139
CMP008-E005376,CMP008,C005376,treatment,4,0,0,0.0,8.0139
CMP008-E005377,CMP008,C005377,treatment,1,0,0,0.0,2.0035
CMP008-E005378,CMP008,C005378,control,0,0,0,0.0,0.0
CMP008-E005379,CMP008,C005379,control,0,0,0,0.0,0.0
CMP008-E005380,CMP008,C005380,treatment,1,0,0,0.0,2.0035
CMP008-E005381,CMP008,C005381,control,0,0,0,0.0,0.0
CMP008-E005382,CMP008,C005382,treatment,4,0,0,0.0,8.0139
CMP008-E005383,CMP008,C005383,treatment,3,0,0,0.0,6.0104
CMP008-E005384,CMP008,C005384,treatment,5,1,0,0.0,10.0174
CMP008-E005385,CMP008,C005385,control,0,0,0,0.0,0.0
CMP008-E005386,CMP008,C005386,control,0,0,0,0.0,0.0
CMP008-E005387,CMP008,C005387,treatment,2,0,0,0.0,4.0069
CMP008-E005388,CMP008,C005388,treatment,4,0,1,54.22,8.0139
CMP008-E005389,CMP008,C005389,treatment,1,0,0,0.0,2.0035
CMP008-E005390,CMP008,C005390,control,0,0,0,0.0,0.0
CMP008-E005391,CMP008,C005391,treatment,1,0,0,0.0,2.0035
CMP008-E005392,CMP008,C005392,treatment,5,0,0,0.0,10.0174
CMP008-E005393,CMP008,C005393,control,0,0,0,0.0,0.0
CMP008-E005394,CMP008,C005394,treatment,4,0,0,0.0,8.0139
CMP008-E005395,CMP008,C005395,treatment,2,0,0,0.0,4.0069
CMP008-E005396,CMP008,C005396,treatment,5,0,0,0.0,10.0174
CMP008-E005397,CMP008,C005397,treatment,4,0,0,0.0,8.0139
CMP008-E005398,CMP008,C005398,treatment,3,0,0,0.0,6.0104
CMP008-E005399,CMP008,C005399,treatment,5,0,0,0.0,10.0174
CMP008-E005400,CMP008,C005400,treatment,3,0,1,52.41,6.0104
CMP008-E005401,CMP008,C005401,treatment,1,0,0,0.0,2.0035
CMP008-E005402,CMP008,C005402,treatment,2,0,0,0.0,4.0069
CMP008-E005403,CMP008,C005403,treatment,5,0,0,0.0,10.0174
CMP008-E005404,CMP008,C005404,control,0,0,0,0.0,0.0
CMP008-E005405,CMP008,C005405,treatment,2,0,0,0.0,4.0069
CMP008-E005406,CMP008,C005406,treatment,4,0,0,0.0,8.0139
CMP008-E005407,CMP008,C005407,treatment,4,0,0,0.0,8.0139
CMP008-E005408,CMP008,C005408,treatment,4,0,0,0.0,8.0139
CMP008-E005409,CMP008,C005409,treatment,1,0,0,0.0,2.0035
CMP008-E005410,CMP008,C005410,treatment,2,0,0,0.0,4.0069
CMP008-E005411,CMP008,C005411,treatment,3,0,0,0.0,6.0104
CMP008-E005412,CMP008,C005412,treatment,3,0,0,0.0,6.0104
CMP008-E005413,CMP008,C005413,treatment,2,0,0,0.0,4.0069
